,,,,,,,,,,,,,,GASTO DIARIO,,
,,,,,,,,,,,,,,mié 01/jun 22,"1.200,00",lomo
,,,,,,,,,,,,,,jue 02/jun 22,"2.000,00",nafta
,,,,,,,,,,,,,,vie 03/jun 22,"2.000,00",tabaco
,,,,,,,,,,,,,,sáb 04/jun 22,"0,00",
GASTOS,,,,PAGOS,,,,INGRESOS,,,dom 05/jun 22,"300,00",pan,,,
?,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,lun 06/jun 22,"3.100,00",nafta futbol
MAYO,"1.530,00",regalo viru ta,,,jue 2 de jun de 22,"31.800,00",alquler,,,,"2.981,32",Resto,,mar 07/jun 22,"0,00",
MAYO,"4.564,00",asado mayo ta,,,mié 1 de jun de 22,"3.093,13",préstamo,,,mié 1 de jun de 22,"150.528,31",sueldo,,mié 08/jun 22,"0,00",
MAYO,"3.680,00",cine mayo ta,,,mié 1 de jun de 22,"10.735,82",prestamo meja,,,,"10.156,57",,,jue 09/jun 22,"0,00",
jue 2 de jun de 22,"1.890,00",transporte,,,pagado,"5.612,75",bici,,,TOTAL,"163.666,20",,,vie 10/jun 22,"0,00",
jue 2 de jun de 22,"3.600,00",gomero,,,,,,,, ,,,,sáb 11/jun 22,"2.350,00",lomo birra
mié 8 de jun de 22,"700,00",aceite meha,,,pagado,"2.200,00",botines ta 3,,,DIARIO,Días restantes,Días totales,,dom 12/jun 22,"0,00",
jue 9 de jun de 22,"2.500,00",dentista,,,,,,,,500,1,31,,lun 13/jun 22,"350,00",futbol
mar 21 de jun de 22,"1.500,00",dentista,,,pagado,"2.343,82",telefono,,,,,30,,mar 14/jun 22,,
,,,,,,,osde,,,TOTAL,15500,GASTADO,,mié 15/jun 22,,
,,,,,jue 2 de jun de 22,"3.000,00",gym,,,RESTO,-1540,568,,jue 16/jun 22,"0,00",
lun 6 de jun de 22,"35.000,00",auto,,,,"427,37",gas,,,SALDO,-1540,17040,,vie 17/jun 22,"0,00",
,,,,,,,,,,,,,,sáb 18/jun 22,"300,00",mec
jue 2 de jun de 22,"1.780,00","tomate fiambre, etc",,,,"935,77",comision(?),,,SALDO,,,,dom 19/jun 22,,
jue 2 de jun de 22,"2.390,00",pollo huevos,,,MAYO,"846,16",luz mayo ta,,,,,,,lun 20/jun 22,"100,00",x
sáb 4 de jun de 22,"400,00",verduras,,,,,,,,TOTAL,"551,38",,,mar 21/jun 22,,
jue 9 de jun de 22,"2.100,00",pollo,,,mié 1 de jun de 22,"11.500,00",prestamo new,,,,"-2429,94",,,mié 22/jun 22,,
lun 13 de jun de 22,"1.080,00",huevos varios,,,,,,,,,,,,jue 23/jun 22,,
,,,,,,,,,,,,,,vie 24/jun 22,,
,,,,,MAYO,"7.532,00",OSDE ta,,,,,,,sáb 25/jun 22,,
,,,,,MAYO,"3.334,00",CALEFACTOR ta,,,,,,,dom 26/jun 22,,
TOTAL,"62.714,00",,,,TOTAL,"83.360,82",,,,,,,,lun 27/jun 22,"600,00","futbol, birra"
,,,,,,,,,,,,,,mar 28/jun 22,"2.500,00",varios
,,,,,,,,,,SALDO BANCO,"551,27",,,mié 29/jun 22,"890,00",pelu birra
,43377,,,,madre,"10156,57",,,,EFECTIVO,"10,00",,,jue 30/jun 22,"1.350,00","tabaco, pan,  pastis"
,"33220,43",,,,,,,,,TOTAL,"561,27",,,vie 01/jul 22,,
,,,,,,,,,DIF,DINERO-CALCULO,"9,89000000005353",,,,,
,,,,,,,,,,,,,,,,
TARJETA,"21486,16",,,,,,,,,,,,,,,
,"21477,13",,,,,,,,,,,,,,,
